linenumber,fec_committee_id,transaction_id,entity_type,organization_name,last_name,first_name,middle_name,prefix,suffix,street_1,street_2,city,state,zip_code,election_code,date,amount,purpose,purpose_clean,memo_code,memo_text,cycle,candidate
SB17,C00869016,71629,ORG,FEDEX,NA,NA,NA,NA,NA,942 SOUTH SHADY GROVE RD,NA,MEMPHIS,TN,38120,NA,5/16/24,43.26,POSTAGE,Postage,NA,NA,2024,Hogan
SB17,C00869016,71628,ORG,SHELL,NA,NA,NA,NA,NA,150 N DAIRY ASHFORD,NA,HOUSTON,TX,77002,NA,6/17/24,42.47,TRAVEL FUEL,Travel Expense,NA,NA,2024,Hogan
SB17,C00869016,71627,ORG,FEDEX,NA,NA,NA,NA,NA,942 SOUTH SHADY GROVE RD,NA,MEMPHIS,TN,38120,NA,6/14/24,41.82,POSTAGE,Postage,NA,NA,2024,Hogan
SB17,C00869016,71626,ORG,RITAS,NA,NA,NA,NA,NA,1396 Cape St. Claire Road,NA,Annapolis,MD,21409,NA,6/26/24,41.13,MEALS,Meals,NA,NA,2024,Hogan
SB17,C00869016,71625,ORG,POPEYES,NA,NA,NA,NA,NA,400 PERIMETER CENTER TER NE,NA,ATLANTA,GA,30346,NA,5/15/24,40.47,MEALS,Meals,NA,NA,2024,Hogan
SB17,C00869016,71624,IND,NA,CAVEY,CHRIS,NA,NA,NA,4705 BLACK ROCK RD,NA,HAMPSTEAD,MD,21074,NA,5/21/24,38.86,EXPENSE REIMBURSEMENT - NO SUBVENDOR AGGREGATE 200,Expense Reimbursement,NA,NA,2024,Hogan
SB17,C00869016,71622,ORG,WEIS MARKETS,NA,NA,NA,NA,NA,1100 N 4TH ST,NA,SUNBURY,PA,17801,NA,6/27/24,36.7,MEALS,Meals,NA,NA,2024,Hogan
SB17,C00869016,71621,ORG,CHICK-FIL-A,NA,NA,NA,NA,NA,5200 BUFFINGTON ROAD,NA,ATLANTA,GA,30349,NA,6/26/24,35.62,MEALS,Meals,NA,NA,2024,Hogan
SB17,C00869016,71620,ORG,E BULAWKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/20/24,35,CONTRIBUTION REFUND,Contribution Refund,NA,NA,2024,Hogan
SB17,C00869016,71619,ORG,CHICK-FIL-A,NA,NA,NA,NA,NA,5200 BUFFINGTON ROAD,NA,ATLANTA,GA,30349,NA,4/26/24,33.86,MEALS,Meals,NA,NA,2024,Hogan
SB17,C00869016,71618,ORG,CHICK-FIL-A,NA,NA,NA,NA,NA,5200 BUFFINGTON ROAD,NA,ATLANTA,GA,30349,NA,6/14/24,33.36,MEALS,Meals,NA,NA,2024,Hogan
SB17,C00869016,71617,ORG,EXXON,NA,NA,NA,NA,NA,22777 SPRINGWOODS VILLAGE,NA,PARKWAY SPRING,TX,77389,NA,6/20/24,33.27,TRAVEL FUEL,Travel Expense,NA,NA,2024,Hogan
SB17,C00869016,71616,ORG,Numinar Inc,NA,NA,NA,NA,NA,1201 WILSON BLVD,NA,ARLINGTON,VA,22209,NA,5/28/24,33.1,OFFICE SUPPLIES,Office Supplies,NA,NA,2024,Hogan
SB17,C00869016,71615,ORG,FEDEX,NA,NA,NA,NA,NA,942 SOUTH SHADY GROVE RD,NA,MEMPHIS,TN,38120,NA,5/2/24,32.14,POSTAGE,Postage,NA,NA,2024,Hogan
SB17,C00869016,71614,ORG,UBER,NA,NA,NA,NA,NA,1725 THIRD STREET,NA,SAN FRANCISCO,CA,94158,NA,6/24/24,30.11,TRAVEL CAR EXPENSE,Travel Services,NA,NA,2024,Hogan
SB17,C00869016,71613,ORG,AMAZON,NA,NA,NA,NA,NA,410 TERRY STREET,NA,SEATTLE,WA,98109,NA,5/1/24,29.66,OFFICE SUPPLIES,Office Supplies,NA,NA,2024,Hogan
SB17,C00869016,71612,ORG,LAZ PARKING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/20/24,27,PARKING,PARKING,NA,NA,2024,Hogan
SB17,C00869016,71611,ORG,LAZ PARKING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/20/24,27,PARKING,PARKING,NA,NA,2024,Hogan
SB17,C00869016,71610,ORG,DUNKIN,NA,NA,NA,NA,NA,130 ROYALL STREET,NA,CANTON,MA,02021,NA,4/29/24,26.27,MEALS,Meals,NA,NA,2024,Hogan
SB17,C00869016,71609,ORG,ATL TODAY,NA,NA,NA,NA,NA,650 ATLANTA SOUTH PKWY,NA,ATLANTA,GA,30349,NA,6/26/24,25.97,NEWS SUBSCRIPTION,NEWS SUBSCRIPTION,NA,NA,2024,Hogan
SB17,C00869016,71608,ORG,HUDSON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/29/24,25.36,NA,NA,NA,NA,2024,Hogan
SB17,C00869016,71607,ORG,UBER,NA,NA,NA,NA,NA,1725 THIRD STREET,NA,SAN FRANCISCO,CA,94158,NA,6/20/24,25.07,TRAVEL CAR EXPENSE,Travel Services,NA,NA,2024,Hogan
SB17,C00869016,71579,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,5/13/24,25,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71605,ORG,DRIVEEZ MD,NA,NA,NA,NA,NA,PO BOX 8,NA,NEWBURG,MD,20602,NA,6/13/24,25,"DBT CRD 0152 06/11/24 DB1TXFGR DBT CRD 0152 06/11/24 DB1TXFGR, DRIVEEZMD REBILL, 5555555555 MD C#023",Debit Card Expense,NA,NA,2024,Hogan
SB17,C00869016,71604,ORG,DRIVEEZ MD,NA,NA,NA,NA,NA,PO BOX 8,NA,NEWBURG,MD,20602,NA,5/15/24,25,"DBT CRD 1501 05/13/24 DBB9IOO0 DBT CRD 1501 05/13/24 DBB9IOO0, DRIVEEZMD REBILL, 5555555555 MD C#023",Debit Card Expense,NA,NA,2024,Hogan
SB17,C00869016,71603,ORG,DRIVEEZ MD,NA,NA,NA,NA,NA,PO BOX 8,NA,NEWBURG,MD,20602,NA,5/13/24,25,"DBT CRD 1526 05/10/24 DBL65V9L DBT CRD 1526 05/10/24 DBL65V9L, DRIVEEZMD REBILL, 5555555555 MD C#023",Debit Card Expense,NA,NA,2024,Hogan
SB17,C00869016,71602,ORG,DELTA,NA,NA,NA,NA,NA,1030 DELTA BLVD,NA,ATLANTA,GA,30354,NA,6/10/24,25,TRAVEL FLIGHT EXPENSE,Travel Expense,NA,NA,2024,Hogan
SB17,C00869016,71601,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,6/27/24,25,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71600,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,6/27/24,25,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71599,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,6/26/24,25,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71598,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,6/26/24,25,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71597,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,6/25/24,25,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71596,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,6/21/24,25,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71595,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,6/7/24,25,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71594,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,6/7/24,25,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71593,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,6/7/24,25,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71592,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,6/6/24,25,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71591,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,5/29/24,25,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71590,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,5/28/24,25,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71589,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,5/28/24,25,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71588,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,5/28/24,25,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71587,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,5/23/24,25,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71586,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,5/22/24,25,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71585,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,5/20/24,25,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71584,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,5/17/24,25,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71583,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,5/17/24,25,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71582,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,5/13/24,25,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71581,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,5/13/24,25,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71580,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,5/13/24,25,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71578,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,5/7/24,25,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71577,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,5/7/24,25,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71576,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,5/7/24,25,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71575,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,5/6/24,25,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71574,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,5/6/24,25,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71573,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,5/6/24,25,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71572,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,5/3/24,25,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71571,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,5/3/24,25,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71570,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,5/3/24,25,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71569,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,5/2/24,25,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71568,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,5/1/24,25,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71567,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,4/29/24,25,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71566,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,4/29/24,25,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71565,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,4/26/24,25,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71564,ORG,AMAZON,NA,NA,NA,NA,NA,410 TERRY STREET,NA,SEATTLE,WA,98109,NA,6/28/24,23.31,OFFICE SUPPLIES,Office Supplies,NA,NA,2024,Hogan
SB17,C00869016,71562,ORG,AMAZON,NA,NA,NA,NA,NA,410 TERRY STREET,NA,SEATTLE,WA,98109,NA,4/30/24,23.31,OFFICE SUPPLIES,Office Supplies,NA,NA,2024,Hogan
SB17,C00869016,71563,ORG,AMAZON,NA,NA,NA,NA,NA,410 TERRY STREET,NA,SEATTLE,WA,98109,NA,5/29/24,23.31,OFFICE SUPPLIES,Office Supplies,NA,NA,2024,Hogan
SB17,C00869016,71561,ORG,FEDEX,NA,NA,NA,NA,NA,942 SOUTH SHADY GROVE RD,NA,MEMPHIS,TN,38120,NA,6/14/24,22.24,POSTAGE,Postage,NA,NA,2024,Hogan
SB17,C00869016,71560,ORG,BWI,NA,NA,NA,NA,NA,7050 FRIENDSHIP RD,NA,BALTIMORE,MD,21240,NA,6/27/24,22,PARKING,PARKING,NA,NA,2024,Hogan
SB17,C00869016,71559,ORG,BWI,NA,NA,NA,NA,NA,7050 FRIENDSHIP RD,NA,BALTIMORE,MD,21240,NA,6/27/24,22,PARKING,PARKING,NA,NA,2024,Hogan
SB17,C00869016,71558,ORG,FEDEX,NA,NA,NA,NA,NA,942 SOUTH SHADY GROVE RD,NA,MEMPHIS,TN,38120,NA,6/24/24,21.9,POSTAGE,Postage,NA,NA,2024,Hogan
SB17,C00869016,71557,ORG,DBZZY,NA,NA,NA,NA,NA,2500 S BICENTENNIAL BLVD,NA,MCALLEN,TX,78503,NA,4/26/24,21.41,"DBT CRD 1640 04/25/24 DBZZYO0E DBT CRD 1640 04/25/24 DBZZYO0E, OAKWELLS #154, MCALLEN TX C#0078",Debit Card Expense,NA,NA,2024,Hogan
SB17,C00869016,71556,ORG,WESTIN,NA,NA,NA,NA,NA,1900 5TH AVE,NA,SEATTLE,WA,98101,NA,6/28/24,20.9,TRAVEL ROOM EXPENSE,TRAVEL ROOM EXPENSE,NA,NA,2024,Hogan
SB17,C00869016,71555,ORG,Numinar Inc,NA,NA,NA,NA,NA,1201 WILSON BLVD,NA,ARLINGTON,VA,22209,NA,6/27/24,20,OFFICE SUPPLIES,Office Supplies,NA,NA,2024,Hogan
SB17,C00869016,71554,ORG,CONSTANTINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/3/24,19.2,NA,NA,NA,NA,2024,Hogan
SB17,C00869016,71553,ORG,HOME DEPOT,NA,NA,NA,NA,NA,2455 PACES FERRY RD,NA,ATLANTA,GA,30339,NA,5/31/24,18.93,OFFICE SUPPLIES,Office Supplies,NA,NA,2024,Hogan
SB17,C00869016,71552,ORG,ONSITE NEWS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/26/24,18.26,NEWS SUBSCRIPTION,NEWS SUBSCRIPTION,NA,NA,2024,Hogan
SB17,C00869016,71551,ORG,VARSITY TERM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/26/24,18.2,OFFICE SUPPLIES,Office Supplies,NA,NA,2024,Hogan
SB17,C00869016,71550,ORG,WOOLFORD GENERAL STORE,NA,NA,NA,NA,NA,1614 TAYLORS ISLAND RD,NA,WOOLFORD,MD,21677,NA,5/31/24,16.99,MEALS,Meals,NA,NA,2024,Hogan
SB17,C00869016,71549,ORG,HOME DEPOT,NA,NA,NA,NA,NA,2455 PACES FERRY RD,NA,ATLANTA,GA,30339,NA,5/9/24,16.84,OFFICE SUPPLIES,Office Supplies,NA,NA,2024,Hogan
SB17,C00869016,71548,ORG,HBOOKSELLER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/26/24,16.8,OFFICE SUPPLIES,Office Supplies,NA,NA,2024,Hogan
SB17,C00869016,71547,ORG,TARGET,NA,NA,NA,NA,NA,1000 NICOLLET MALL,NA,MINNEAPOLIS,MN,55403,NA,6/27/24,16.41,OFFICE SUPPLIES,Office Supplies,NA,NA,2024,Hogan
SB17,C00869016,71546,ORG,EXXON,NA,NA,NA,NA,NA,22777 SPRINGWOODS VILLAGE,NA,PARKWAY SPRING,TX,77389,NA,6/20/24,16.27,TRAVEL FUEL,Travel Expense,NA,NA,2024,Hogan
SB17,C00869016,71545,ORG,GIANT FOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/6/24,15.67,MEALS,Meals,NA,NA,2024,Hogan
SB17,C00869016,71544,ORG,CHICK-FIL-A,NA,NA,NA,NA,NA,5200 BUFFINGTON ROAD,NA,ATLANTA,GA,30349,NA,6/20/24,15.1,MEALS,Meals,NA,NA,2024,Hogan
SB17,C00869016,71543,ORG,PARKING.COM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/28/24,14.99,PARKING,PARKING,NA,NA,2024,Hogan
SB17,C00869016,71542,ORG,CHICK-FIL-A,NA,NA,NA,NA,NA,5200 BUFFINGTON ROAD,NA,ATLANTA,GA,30349,NA,6/26/24,14.66,MEALS,Meals,NA,NA,2024,Hogan
SB17,C00869016,71541,ORG,CHICK-FIL-A,NA,NA,NA,NA,NA,5200 BUFFINGTON ROAD,NA,ATLANTA,GA,30349,NA,6/12/24,14.57,MEALS,Meals,NA,NA,2024,Hogan
SB17,C00869016,71540,ORG,ROYAL FARMS,NA,NA,NA,NA,NA,700 ANNAPOLIS RD,NA,GAMBRILLS,MD,21054,NA,5/21/24,14.46,MEALS,Meals,NA,NA,2024,Hogan
SB17,C00869016,71539,ORG,UBER,NA,NA,NA,NA,NA,1725 THIRD STREET,NA,SAN FRANCISCO,CA,94158,NA,6/24/24,14.01,TRAVEL CAR EXPENSE,Travel Services,NA,NA,2024,Hogan
SB17,C00869016,71538,ORG,SOUTHWEST AIRLINES,NA,NA,NA,NA,NA,2702 LOVE FIELD DR,NA,DALLAS,TX,75235,NA,4/29/24,14,TRAVEL FLIGHT EXPENSE,Travel Expense,NA,NA,2024,Hogan
SB17,C00869016,71537,ORG,TRAVEL PLAZA,NA,NA,NA,NA,NA,I 95,NA,ABERDEEN,MD,21001,NA,5/10/24,13.85,MEALS,Meals,NA,NA,2024,Hogan
SB17,C00869016,71536,ORG,UBER,NA,NA,NA,NA,NA,1725 THIRD STREET,NA,SAN FRANCISCO,CA,94158,NA,4/26/24,13.67,TRAVEL CAR EXPENSE,Travel Services,NA,NA,2024,Hogan
SB17,C00869016,71535,ORG,CHICK-FIL-A,NA,NA,NA,NA,NA,5200 BUFFINGTON ROAD,NA,ATLANTA,GA,30349,NA,6/10/24,13.16,MEALS,Meals,NA,NA,2024,Hogan
SB17,C00869016,71534,ORG,TRAVEL PLAZA,NA,NA,NA,NA,NA,I 95,NA,ABERDEEN,MD,21001,NA,5/3/24,12.27,MEALS,Meals,NA,NA,2024,Hogan
SB17,C00869016,71532,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,6/20/24,12,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71533,ORG,SOUTHWEST AIRLINES,NA,NA,NA,NA,NA,2702 LOVE FIELD DR,NA,DALLAS,TX,75235,NA,4/26/24,12,TRAVEL FLIGHT EXPENSE,Travel Expense,NA,NA,2024,Hogan
SB17,C00869016,71531,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,6/18/24,12,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71530,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,6/18/24,12,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71529,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,6/4/24,12,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71528,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,5/15/24,12,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71527,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,5/15/24,12,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71526,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,5/15/24,12,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71525,ORG,TARGET,NA,NA,NA,NA,NA,1000 NICOLLET MALL,NA,MINNEAPOLIS,MN,55403,NA,6/13/24,11.97,OFFICE SUPPLIES,Office Supplies,NA,NA,2024,Hogan
SB17,C00869016,71523,ORG,CHICK-FIL-A,NA,NA,NA,NA,NA,5200 BUFFINGTON ROAD,NA,ATLANTA,GA,30349,NA,6/24/24,11.02,MEALS,Meals,NA,NA,2024,Hogan
SB17,C00869016,71522,IND,NA,MCSWAIN,GRAYSON,NA,NA,NA,522 BUFFLEHEAD DR,NA,KIAWAH ISLAND,SC,29455,NA,5/29/24,10.7,EXPENSE REIMBURSEMENT - NO SUBVENDOR AGGREGATE 200,Expense Reimbursement,NA,NA,2024,Hogan
SB17,C00869016,71521,ORG,AMAZON,NA,NA,NA,NA,NA,410 TERRY STREET,NA,SEATTLE,WA,98109,NA,4/25/24,10.59,OFFICE SUPPLIES,Office Supplies,NA,NA,2024,Hogan
SB17,C00869016,71519,ORG,G M SCHAFFRICK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/4/24,10,CONTRIBUTION REFUND,Contribution Refund,NA,NA,2024,Hogan
SB17,C00869016,71518,ORG,PARKMOBILE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/30/24,9.6,PARKING,PARKING,NA,NA,2024,Hogan
SB17,C00869016,71517,ORG,KATHYS MINI DONUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/24/24,9.36,MEALS,Meals,NA,NA,2024,Hogan
SB17,C00869016,71516,ORG,TRAVEL PLAZA,NA,NA,NA,NA,NA,I 95,NA,ABERDEEN,MD,21001,NA,5/10/24,8.56,MEALS,Meals,NA,NA,2024,Hogan
SB17,C00869016,71515,ORG,MCDONALDS,NA,NA,NA,NA,NA,110 NORTH CARPENTER ST,NA,CHICAGO,IL,60607,NA,5/7/24,8.16,MEALS,Meals,NA,NA,2024,Hogan
SB17,C00869016,71514,ORG,DUNKIN,NA,NA,NA,NA,NA,130 ROYALL STREET,NA,CANTON,MA,02021,NA,4/25/24,7.35,MEALS,Meals,NA,NA,2024,Hogan
SB17,C00869016,71513,IND,NA,MCSWAIN,GRAYSON,NA,NA,NA,522 BUFFLEHEAD DR,NA,KIAWAH ISLAND,SC,29455,NA,5/29/24,7.24,EXPENSE REIMBURSEMENT - NO SUBVENDOR AGGREGATE 200,Expense Reimbursement,NA,NA,2024,Hogan
SB17,C00869016,71512,ORG,ROYAL FARMS,NA,NA,NA,NA,NA,700 ANNAPOLIS RD,NA,GAMBRILLS,MD,21054,NA,4/29/24,6.78,MEALS,Meals,NA,NA,2024,Hogan
SB17,C00869016,71511,ORG,TRAVEL PLAZA,NA,NA,NA,NA,NA,I 95,NA,ABERDEEN,MD,21001,NA,5/13/24,6.4,MEALS,Meals,NA,NA,2024,Hogan
SB17,C00869016,71510,ORG,PARKING.COM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/12/24,5.99,PARKING,PARKING,NA,NA,2024,Hogan
SB17,C00869016,71509,ORG,DUNKIN,NA,NA,NA,NA,NA,130 ROYALL STREET,NA,CANTON,MA,02021,NA,6/20/24,4.87,MEALS,Meals,NA,NA,2024,Hogan
SB17,C00869016,71508,ORG,SIMMONS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/30/24,3.9,MEALS,Meals,NA,NA,2024,Hogan
SB17,C00869016,71506,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,4/30/24,2.75,BANK FEES,Bank Fees,NA,NA,2024,Hogan
SB17,C00869016,71507,ORG,PANERA,NA,NA,NA,NA,NA,3630 S GEYER RD,NA,ST LOUIS,MO,63127,NA,5/8/24,2.75,MEALS,Meals,NA,NA,2024,Hogan
SB17,C00869016,71505,ORG,CHAIN BRIDGE BANK,NA,NA,NA,NA,NA,1455A LAUGHLIN AVE,NA,MCLEAN,VA,22101,NA,4/30/24,0.4,BANK FEES,Bank Fees,NA,NA,2024,Hogan
